"Country","Document","ElementText","HazardType"
"Serbia","BTR","Rising temperatures","Change in temperature"
"Serbia","BTR","Increased frequency and intensity of heatwaves","Extreme temperature"
"Serbia","BTR","Shifts in precipitation","Change in precipitation"
"Serbia","BTR","<span title='Increased frequency and intensity of droughts and aridity level'>Increased frequency and intensity of droughts and ...</span>","Drought"
"Serbia","BTR","Changes in storm-related hazards","Storm"
"Serbia","BTR","<span title='Impacts on watercourses (increased risks of rising maximum flows, reduced minimum flows, and prolonged low-flow periods)'>Impacts on watercourses (increased risks of rising...</span>",""
"Serbia","BTR","Slower groundwater recharge",""
"Serbia","BTR","Increased risks of soil and landcover degradation,",""
"Serbia","BTR","Increased wildfire risks","Wildfire"
"Serbia","BTR","<span title='Extreme precipitation events continue to increase by 2060'>Extreme precipitation events continue to increase ...</span>","Change in precipitation"
"Serbia","BTR","<span title='High risk of extreme precipitation affects 56% of Serbia’s territory'>High risk of extreme precipitation affects 56% of ...</span>","Change in precipitation"
"Serbia","BTR","<span title='Record-braking high temperatures and historically warm seasons and years'>Record-braking high temperatures and historically ...</span>","Extreme temperature"
"Serbia","BTR","Reduction in snow cover duration","Extreme temperature"
"Serbia","BTR","<span title='Decrease in the frequency of cold waves, frost days, ice days, and days with extreme low temperatures'>Decrease in the frequency of cold waves, frost day...</span>","Extreme temperature"
"Serbia","BTR","<span title='In rivers south of the Sava and Danube, flows increase during periods of higher discharge, maximum flow are rising'>In rivers south of the Sava and Danube, flows incr...</span>",""
"Serbia","BTR","Increasing flood risks","Flood"
"Serbia","BTR","<span title='Increased risk of land degradation due to increasing aridity level'>Increased risk of land degradation due to increasi...</span>","Drought;Land degradation"
"Serbia","BTR","<span title='Increased storm intensity and frequency, including wind gusts intensity and hail'>Increased storm intensity and frequency, including...</span>","Storm"
"Slovakia","BTR","<span title='Slovakia has seen a significant increase in above-normal temperature years since 1991, with 2018 and 2019 being extremely warm.'>Slovakia has seen a significant increase in above-...</span>",""
"Slovakia","BTR","<span title='In the period 2001 – 2022, dry, rainfall-free periods have been shown to occur more frequently, which, combined with warmer average climatic conditions, leads to more frequent and more widespread soil drought'>In the period 2001 – 2022, dry, rainfall-free peri...</span>","Extreme temperature;Drought;Change in precipitation"
"Slovakia","BTR","<span title='The effects of climate change, in particular the occurrence of droughts and more frequent floods, are causing changes in agricultural production in the Slovak Republic.'>The effects of climate change, in particular the o...</span>","Drought;Flood"
"Slovakia","BTR","<span title='Higher air temperature accelerates the intensity of physiological processes. The phenological phases change and the crops ripen faster. The changed climate affects not only the regional distribution of cultivated crops (the spread of thermophilic crops to the more northern parts of the Slovak Republic), but also the qualitative characteristics of the soil.'>Higher air temperature accelerates the intensity o...</span>",""
"Slovakia","BTR","<span title='A negative change in the water status of the soil is reflected in the water capacity available for crops. As a result of the increase in soil aridity, there is a significant tendency for the groundwater reserves available for crop use to decrease, and this can be seen most markedly in the light soils.'>A negative change in the water status of the soil ...</span>","Drought"
"Slovakia","BTR","<span title='Rising temperatures in stables will also increase CO2 and NH3 levels.'>Rising temperatures in stables will also increase ...</span>","Change in temperature"
"Slovakia","BTR","<span title='Climate change also fundamentally affects the direction and rate of accumulation and transformation of soil organic matter. Higher temperatures can affect the decomposition of soil organic matter and the mineralisation process will overwhelm the wetting processes. This can cause soil acidification. This will also affect the deterioration of the physical properties of the soil, such as its structure, and may also lead to soil compaction'>Climate change also fundamentally affects the dire...</span>","Change in temperature;Ocean acidification"
"Slovakia","BTR","<span title='The increased frequency of storms and the spread of pests from lower elevations can undermine the vitality of these ecosystems.'>The increased frequency of storms and the spread o...</span>","Storm;Pest and disease"
"Slovakia","BTR","<span title='Long periods with high temperatures are almost critical. Days with maximum temperatures above 30°C are called tropical days and have the potential to adversely affect people.'>Long periods with high temperatures are almost cri...</span>","Extreme temperature;Change in temperature"
"Slovakia","BTR","<span title='Large cities and urban agglomerations in southern Slovakia are particularly vulnerable to heat waves, due to the heat island effect in these urban zones.'>Large cities and urban agglomerations in southern ...</span>","Extreme temperature"
"Slovakia","BTR","<span title='Higher air temperatures in summer and heat waves at the end of the 21st century'>Higher air temperatures in summer and heat waves a...</span>","Extreme temperature"
"Slovakia","BTR","<span title='Extreme air temperature, higher frequency of occurrence, length of heat waves'>Extreme air temperature, higher frequency of occur...</span>","Extreme temperature"
"Slovakia","BTR","Increased number of warm days/nights","Change in temperature"
"Slovakia","BTR","<span title='Periods of high rainfall, torrential rain, thunderstorms, tornadoes, floods'>Periods of high rainfall, torrential rain, thunder...</span>","Storm;Flood;Change in precipitation"
"Slovakia","BTR","Droughts","Drought"
"Slovakia","BTR","Occurrence of rapid weather changes/fluctuations",""
"Slovakia","BTR","Extension of the pollen season",""
"Slovakia","BTR","<span title='Prevalence of infectious disease transmission vectors'>Prevalence of infectious disease transmission vect...</span>","Pest and disease"
"Slovakia","BTR","<span title='Higher UV radiation, ground-level ozone and PM10 concentrations'>Higher UV radiation, ground-level ozone and PM10 c...</span>",""
"Slovakia","BTR","<span title='It is expected that there will be a much more uneven distribution of precipitation totals throughout the year and in different regions of Slovakia. This will also be reflected in the development of runoff conditions in Slovakia.'>It is expected that there will be a much more unev...</span>","Change in precipitation"
"Slovakia","BTR","<span title='According to different climate scenarios, a change in the long-term average annual runoff can be expected over most of the territory, with a more pronounced decrease expected especially in the lowland area. In particular, changes in long-term monthly flows are expected, with an increase in winter and spring runoff and a decrease in summer and autumn runoff, especially in the growing season'>According to different climate scenarios, a change...</span>",""
"Slovakia","BTR","<span title='Scenarios suggest that prolonged periods of drought in the summer and autumn months, associated with water scarcity, may be an important manifestation of climate change in our area. This phenomenon can occur as a result of a significant loss of snow in winter and its earlier melting in spring, an earlier onset of the growing season and thus a more pronounced evaporation in the spring months, but also as a result of lower precipitation and higher temperatures in the summer period. The result is a significant lack of soil moisture in the second half of summer and early autumn'>Scenarios suggest that prolonged periods of drough...</span>","Extreme temperature;Drought;Change in temperature;Change in precipitation"
"Slovakia","BTR","<span title='Dry periods may be interrupted by several days of high rainfall, or by heavy storm activity with intense precipitation.'>Dry periods may be interrupted by several days of ...</span>","Storm;Change in precipitation"
"Slovakia","BTR","<span title='Prolonged drought in the summer and autumn months associated with water scarcity may be a major consequence of climate change in the Slovak Republic. These dry periods may be punctuated by brief episodes of torrential rain or heavy storm activity with rain, causing flooding to occur.'>Prolonged drought in the summer and autumn months ...</span>","Storm;Drought;Flood"
"Slovakia","BTR","<span title='Temperature change, windy conditions, precipitation, heat or cold waves, storms, drought, floods, snow and ice, as well as landslides'>Temperature change, windy conditions, precipitatio...</span>","Extreme temperature;Storm;Drought;Landslide;Flood;Change in temperature;Change in precipitation"
"Slovakia","BTR","<span title='In the near future, according to experts, the vegetation zones are expected to shift towards the poles.'>In the near future, according to experts, the vege...</span>",""
"Slovakia","BTR","Temperatures are expected to rise in winter.",""
"Slovakia","BTR","<span title='The decrease in the number of days with continuous snow cover will be felt by ski resort operators through lower revenues and higher costs for artificial snowmaking.'>The decrease in the number of days with continuous...</span>","Extreme temperature"
"Slovakia","BTR","<span title='Although on the one hand less energy will be used for heating, on the other hand there will be higher costs for air conditioning in the summer months'>Although on the one hand less energy will be used ...</span>",""
"Slovakia","BTR","<span title='The years 2011 – 2016, with the exception of 2014, were characterised by heat waves.'>The years 2011 – 2016, with the exception of 2014,...</span>","Extreme temperature"
"Slovakia","BTR","<span title='A territorial study of climate change in the Slovak Republic suggests that global warming in our area may be reflected in an average increase in air temperature of 2-4°C in 2075. At altitudes below 1 100 metres above sea level, continuous snow cover is unlikely to occur. 76% of the ski resorts in the Slovak Republic are below 1 100 metres above sea level, 16% of them for the most part and only 6% are above this altitude.'>A territorial study of climate change in the Slova...</span>","Extreme temperature;Sea level rise"
"Slovakia","BTR","Extreme weather (storms, floods)","Extreme temperature;Storm;Flood"
"Slovakia","BTR","<span title='Adverse weather conditions (rain, snow, black ice, fog)'>Adverse weather conditions (rain, snow, black ice,...</span>","Extreme temperature"
"Slovakia","BTR","<span title='Adverse weather conditions (rain, snow, black ice, fog)'>Adverse weather conditions (rain, snow, black ice,...</span>","Extreme temperature"
"Slovakia","BTR","<span title='Adverse weather conditions (rain, snow, black ice, fog)'>Adverse weather conditions (rain, snow, black ice,...</span>","Extreme temperature"
"Slovakia","BTR","Frequent snowfall, wind, long winter","Extreme temperature"
"Slovenia","BTR","<span title='The increase in air temperature in Slovenia will continue in the 21st century'>The increase in air temperature in Slovenia will c...</span>",""
"Slovenia","BTR","<span title='With the increase in air temperature, the soil surface layer will warm, both of which will affect the phenological development of plants and the length of the growing season. The spring phenological development of plants will occur earlier'>With the increase in air temperature, the soil sur...</span>",""
"Slovenia","BTR","<span title='Under the moderately optimistic (RCP4.5) and pessimistic (RCP8.5) emissions scenarios, annual and winter precipitation levels are expected to increase significantly by the middle or end of the 21st century, although the uncertainty is high. For both emissions scenarios, the average increase in annual precipitation by the end of the century, compared to the 1981– 2010 period, could reach up to 20 %'>Under the moderately optimistic (RCP4.5) and pessi...</span>","Change in precipitation"
"Slovenia","BTR","<span title='Extreme weather events such as droughts, heatwaves, and storms disrupt agricultural production, challenge water availability, and strain energy infrastructure, increasing economic losses and social inequalities.'>Extreme weather events such as droughts, heatwaves...</span>","Extreme temperature;Storm;Drought"
"Sweden","BTR","<span title='It will get dryer, wetter and warmer with impacts on society and nature'>It will get dryer, wetter and warmer with impacts ...</span>","Extreme temperature"
"Sweden","BTR","<span title='Warming is expected to continue and is the highest in the north of Sweden during the winter, the growing season is extending, more rain in large parts of the country but also a higher risk of drought during the summer in parts of the country.'>Warming is expected to continue and is the highest...</span>","Drought"
"Sweden","BTR","<span title='Sweden is also expected to experience more extremes such as heatwaves, forest fires and heavy rain, and sea level rise is expected to impact especially the south of Sweden with flooding and erosion as results'>Sweden is also expected to experience more extreme...</span>","Extreme temperature;Storm;Wildfire;Flood;Land degradation;Sea level rise"
"Sweden","BTR","<span title='Sweden’s annual mean air temperature will increase by 2°C to 6°C by the period 2071–2100 compared with the reference period 1961–1990, depending on the chosen scenario'>Sweden’s annual mean air temperature will increase...</span>",""
"Sweden","BTR","<span title='According to a recent report analysing observed climate change the annual mean temperature for Sweden has increased by 1.9°C compared to the period 1861 – 1890'>According to a recent report analysing observed cl...</span>","Change in temperature"
"Sweden","BTR","<span title='The climate change can also be seen in water temperatures in lakes and the sea. In the Baltic sea regional climate scenarios based on global climate scenarios RCP 4.5 and RCP 8.5 show an increase by 2°C to 4°C in temporal mean sea surface temperature by the period 2071–2100 compared with the reference period 1976–2005, depending on the chosen scenario.'>The climate change can also be seen in water tempe...</span>","Sea temperature"
"Sweden","BTR","<span title='The length of the growing season (the number of days when the average daily temperature for a single period is over 5°C) has already increased in Sweden. The greatest increase is seen in the north, where the growing season has increased by around two weeks since 1980'>The length of the growing season (the number of da...</span>",""
"Sweden","BTR","<span title='By the end of the century, the vegetation period is expected to increase by one to two months throughout Sweden, compared to the period 1971-2000'>By the end of the century, the vegetation period i...</span>",""
"Sweden","BTR","<span title='For Sweden, heatwaves are likely to occur more often in the future'>For Sweden, heatwaves are likely to occur more oft...</span>","Extreme temperature"
"Sweden","BTR","<span title='Climate scenarios indicate a decrease in water availability in large parts of southern Sweden. This is mainly due to an increased water consumption of plants in a warmer climate with longer growing seasons.'>Climate scenarios indicate a decrease in water ava...</span>","Extreme temperature"
"Sweden","BTR","<span title='The greatest changes in the occurrence of drought are expected in parts of southern Sweden, with an increase of over 60 days of drought every year by the end of the century'>The greatest changes in the occurrence of drought ...</span>","Drought"
"Sweden","BTR","<span title='Drought increases the risk of wildfires. Every year, on average 3,000–4,000 wildfires occur in Sweden. The extent of forest fires varies from year to year, but often more than 2,000 hectares of land are affected'>Drought increases the risk of wildfires. Every yea...</span>","Drought;Wildfire"
"Sweden","BTR","<span title='Projections over Sweden show very small or no changes in wind. The only exception is wind speed over the parts of the Baltic Sea that will become ice-free in a warmer climate.'>Projections over Sweden show very small or no chan...</span>","Extreme temperature"
"Sweden","BTR","<span title='The number of hot and humid days have increased in the period 1973-2022'>The number of hot and humid days have increased in...</span>",""
"Sweden","BTR","<span title='The amount of annual precipitation in Sweden has increased since 1930 from about 600 mm/year to almost 700 mm/year. The increase is mainly related to precipitation during autumn and winter'>The amount of annual precipitation in Sweden has i...</span>","Change in precipitation"
"Sweden","BTR","<span title='Over the next century, precipitation in Sweden is expected to increase by 0–30 % depending on scenario and location'>Over the next century, precipitation in Sweden is ...</span>","Change in precipitation"
"Sweden","BTR","<span title='An increase in heavy precipitation has also been observed already in Sweden'>An increase in heavy precipitation has also been o...</span>","Change in precipitation"
"Sweden","BTR","<span title='Climate scenarios indicate that torrential rain (more than 40 mm rain per day) in Sweden is becoming more common'>Climate scenarios indicate that torrential rain (m...</span>","Storm"
"Sweden","BTR","<span title='The intensity of heavy rainfall events may increase by 40–80 % until 2100, compared to the period 1961–1990'>The intensity of heavy rainfall events may increas...</span>","Storm;Change in precipitation"
"Sweden","BTR","<span title='In a changing climate intense rainfall can cause flooding, due to surface water runoff, especially in urban areas as they have a lot of hard surfaces such as roads or car parks where the water does not soak into the ground.'>In a changing climate intense rainfall can cause f...</span>","Flood;Change in precipitation"
"Sweden","BTR","<span title='With climate change, snow cover duration is expected to decrease, and in the southern parts of the country, long-lasting snow cover is expected to disappear completely. The number of days with snow cover has already reduced since 1950'>With climate change, snow cover duration is expect...</span>","Extreme temperature"
"Sweden","BTR","<span title='The ice season and its geographical extent will also be reduced'>The ice season and its geographical extent will al...</span>","Extreme temperature"
"Sweden","BTR","<span title='It is expected that there will be a decrease in the number of zero crossings throughout the country during autumn and spring. In the wintertime the number of days with zero crossings will also decrease in the south, while there will be an increase in central and northern Sweden'>It is expected that there will be a decrease in th...</span>",""
"Sweden","BTR","<span title='In the Swedish mountains and inland in northern Sweden groundwater levels are expected to increase during winters. In southern Sweden and along the coast in northern Sweden periods of low groundwater levels are expected to increase'>In the Swedish mountains and inland in northern Sw...</span>",""
"Sweden","BTR","<span title='The annual average streamflow is expected to decrease in parts of southern Sweden, while an increase can be seen in large parts of northern Sweden.'>The annual average streamflow is expected to decre...</span>",""
"Sweden","BTR","<span title='Flooding due to extreme streamflow may become more common in large parts of southern Sweden and in the north-west of the country'>Flooding due to extreme streamflow may become more...</span>","Flood"
"Sweden","BTR","<span title='Since the late 19th century sea levels along the Swedish coast have risen on average about 15 cm, where about 10 cm have occurred during the last 40 years'>Since the late 19th century sea levels along the S...</span>","Sea level rise"
"Sweden","BTR","<span title='The climate change impacts on the built environment in urban areas including flooding, heatwaves, landslides and erosion, or impacts related to drinking water.'>The climate change impacts on the built environmen...</span>","Extreme temperature;Landslide;Flood;Land degradation"
"Vanuatu","BTR","<span title='The Vanuatu region has warmed by approximately 0.7°C since the pre-industrial period (1850– 1900) upto 2023.'>The Vanuatu region has warmed by approximately 0.7...</span>",""
"Vanuatu","BTR","<span title='There is no clear long-term trend in total rainfall for the country over the period from 1993 to 2020.'>There is no clear long-term trend in total rainfal...</span>","Change in precipitation"
"Vanuatu","BTR","<span title='Recent years have shown an increase in extreme daily and sub-daily rainfall, which is expected due to a warmer atmosphere holding more moisture.'>Recent years have shown an increase in extreme dai...</span>","Extreme temperature;Change in precipitation"
"Vanuatu","BTR","<span title='The intensity of storms may also contribute to these trends in short-duration rainfall.'>The intensity of storms may also contribute to the...</span>","Storm;Change in precipitation"
"Vanuatu","BTR","<span title='Droughts are becoming more impactful as higher temperatures enhance evapotranspiration, drying the surface of soil and plants.'>Droughts are becoming more impactful as higher tem...</span>","Extreme temperature;Drought;Change in temperature"
"Vanuatu","BTR","<span title='The total number of tropical cyclones (TCs) passing within 500 km of Vanuatu has decreased from around 36 per decade to approximately 26 per decade between the periods 1971–1995 and 1996–2021.'>The total number of tropical cyclones (TCs) passin...</span>","Storm"
"Vanuatu","BTR","<span title='The proportion of severe TCs has risen from 45% to 57%. The mean severity, as indicated by the sustained wind speed of TCs passing within 500 km and 250 km of Vanuatu, has increased by around 15% in recent decades'>The proportion of severe TCs has risen from 45% to...</span>",""
"Vanuatu","BTR","<span title='There is a clear warming trend in sea surface temperatures (SST) observed in the tropical Pacific, including around Vanuatu.'>There is a clear warming trend in sea surface temp...</span>","Sea temperature"
"Vanuatu","BTR","<span title='This warming trend has led to an increase in the frequency and duration of marine heatwaves. In the 1980s to 2000s, the average annual duration of marine heatwaves ranged from 5 to 16 days, but during the 2010s, this increased to 8 to 20 or more days.'>This warming trend has led to an increase in the f...</span>","Extreme temperature"
"Vanuatu","BTR","<span title='One of the most pressing concerns for Vanuatu is rising sea levels caused by greenhouse gas emissions and the resulting warming effect.'>One of the most pressing concerns for Vanuatu is r...</span>","Sea level rise"
"Vanuatu","BTR","<span title='Rising SSTs will exacerbate coral bleaching and threaten marine biodiversity, which supports fisheries and coastal livelihoods.'>Rising SSTs will exacerbate coral bleaching and th...</span>","Ocean acidification"
"Vanuatu","BTR","<span title='Changes in rainfall patterns are expected to bring more extreme weather events, including longer dry spells and more intense rainfall, increasing the risk of droughts and flooding'>Changes in rainfall patterns are expected to bring...</span>","Extreme temperature;Drought;Flood;Change in precipitation"
"Vanuatu","BTR","<span title='Sea level rise will pose a significant threat to coastal areas, leading to flooding, erosion, and saltwater intrusion, which could undermine agricultural productivity and displace vulnerable communities'>Sea level rise will pose a significant threat to c...</span>","Flood;Salinization;Land degradation;Sea level rise"
"Vanuatu","BTR","<span title='Future warming is projected to make the tropical Pacific climate generally wetter and occasionally stormier, as warmer air holds more moisture (Held & Soden, 2006; Seager, Naik & Vecchi, 2010). However, Vanuatu's specific region could become either wetter or drier.'>Future warming is projected to make the tropical P...</span>","Extreme temperature;Storm"
"Vanuatu","BTR","<span title='Storms and TCs will remain a concern regardless of rainfall changes, as they bring high winds, heavy rains, and storm surges. While the frequency of TCs may decrease due to increased atmospheric stability from greenhouse warming, the intensity of the strongest TCs is expected to rise as warmer oceans fuel them'>Storms and TCs will remain a concern regardless of...</span>","Extreme temperature;Storm;Change in precipitation"
"Vanuatu","BTR","<span title='Extreme rainfall is projected to intensify, with models for Port Vila showing increases of 21% by mid-century under moderate emissions (RCP4.5) and up to 70% by century’s end under high emissions (RCP8.5)'>Extreme rainfall is projected to intensify, with m...</span>","Change in precipitation"
"Vanuatu","BTR","<span title='Droughts will also persist, particularly during El Niño events, with potential frequency increases under high emissions. Although annual rainfall may not change significantly future droughts may be driven by increased temperatures and climate variability, with more extreme El Niñorelated dry spells possible'>Droughts will also persist, particularly during El...</span>","Drought;Change in temperature;Change in precipitation"
"Vanuatu","BTR","<span title='As global sea levels rise due to climate change, Vanuatu will face more frequent and intense coastal flooding and erosion'>As global sea levels rise due to climate change, V...</span>","Flood;Land degradation;Sea level rise"
"Vanuatu","BTR","<span title='Greenhouse warming is expected to enhance sea level extremes associated with El Niño events in the southwestern tropical Pacific.'>Greenhouse warming is expected to enhance sea leve...</span>","Sea level rise"
"Vanuatu","BTR","<span title='Low sea level events are projected to double in occurrence, while high sea level events during La Niña are expected to become more extreme, leading to increased frequency of hightide flooding.'>Low sea level events are projected to double in oc...</span>","Flood;Sea level rise"
"Vanuatu","BTR","<span title='The projections suggest that the increase in wind speeds during extreme events may not be as dramatic as the increase in rainfall, but the heightened intensity of cyclone wind speeds could still lead to greater damage during severe storms'>The projections suggest that the increase in wind ...</span>","Storm;Change in precipitation"
"Vanuatu","BTR","<span title='Projected ocean acidification (OA) in Vanuatu indicates significant declines in both pH and aragonite saturation under various emissions scenarios, with the largest impacts seen in highemission pathways'>Projected ocean acidification (OA) in Vanuatu indi...</span>","Ocean acidification"
"Vanuatu","BTR","<span title='Projected marine heatwaves (MHWs) in Vanuatu show significant increases in both frequency and intensity under various emissions scenarios.'>Projected marine heatwaves (MHWs) in Vanuatu show ...</span>","Extreme temperature"
"Vanuatu","BTR","<span title='Tropical cyclones, in particular, have caused significant damage to Vanuatu's infrastructure and livelihoods in recent years'>Tropical cyclones, in particular, have caused sign...</span>","Storm"
"Vanuatu","BTR","<span title='Vanuatu experienced nearly 50 devastating disasters between 1940 and 2020, with storm events alone accounting for 59% of these disasters, affecting over 600,000 people'>Vanuatu experienced nearly 50 devastating disaster...</span>","Storm"
"Vanuatu","BTR","<span title='Future projections indicate a potential decrease in the number of TCs by the end of the century; however, the cyclones that do occur are expected to have greater average maximum speeds (by 2%-11%) and an increase in rainfall intensity (by 20%) in areas within 100 km of the cyclone'>Future projections indicate a potential decrease i...</span>","Storm;Change in precipitation"
"Vanuatu","BTR","<span title='Volcanic activity also poses a significant risk; the ongoing eruption of Manaro Voui on Ambae Island since late 2017 has led to the mass evacuation of over 10,000 residents'>Volcanic activity also poses a significant risk; t...</span>",""
"Vanuatu","BTR","<span title='Landslide risk is heightened due to rainfall patterns and the geography of the islands'>Landslide risk is heightened due to rainfall patte...</span>","Landslide;Change in precipitation"
"Vanuatu","BTR","<span title='Severe droughts were last experienced in 2015 and 2020 in the Southern Islands.'>Severe droughts were last experienced in 2015 and ...</span>","Drought"
"Vanuatu","BTR","<span title='Vanuatu experiences extreme rainfall from tropical cyclones and the location of the Southern Pacific and Inter-Tropical Convergence Zones. The La Niña phase results in wetter conditions.'>Vanuatu experiences extreme rainfall from tropical...</span>","Storm;Change in precipitation"
"Vanuatu","BTR","<span title='Frequency of cyclones is expected to decrease, but intensity will increase. El Niño results in fewer cyclones, while La Niña brings more cyclones.'>Frequency of cyclones is expected to decrease, but...</span>","Storm"
"Vanuatu","BTR","<span title='Ocean acidification hinders the development of coral reefs and marine organisms, affecting Vanuatu's marine biodiversity and impacting the fisheries and tourism sectors.'>Ocean acidification hinders the development of cor...</span>","Ocean acidification"
"Vanuatu","BTR","<span title='Marine heatwaves, more frequent and intense in northern Vanuatu, can cause coral bleaching, harming the tourism and fisheries sectors'>Marine heatwaves, more frequent and intense in nor...</span>","Extreme temperature;Ocean acidification"
"Vanuatu","BTR","<span title='Higher temperatures are seen during the wet season, with the cooling effects of the ocean and sea breezes impacting coastal areas. Tropical cyclones can also affect local temperatures.'>Higher temperatures are seen during the wet season...</span>","Storm;Change in temperature"
"Algeria","BTR","<span title='An average increase of +0.63°C in the North compared to the annual norm. The years 2020 to 2023 stand out clearly from the lot of the said decade, with a record increase of +1.25°C recorded in 2022, followed by the years 2021, 2023 and 2020'>An average increase of +0.63°C in the North compar...</span>",""
"Algeria","BTR","<span title='An intense heat wave affected northern Algeria between August 9 and 15, 2021, during which 12 new maximum temperature records were recorded'>An intense heat wave affected northern Algeria bet...</span>","Extreme temperature"
"Algeria","BTR","<span title='For the North region, the cumulative rainfall, during the period 2020-2023, reveals contrasting values in 2021, with precipitation close to normal in some localities. However, a notable deficit is observed during the years 2022 and 2023, reaching a decrease of more than 50% compared to the climatic normal calculated over the period 1991-2020.'>For the North region, the cumulative rainfall, dur...</span>","Change in precipitation"
"Algeria","BTR","<span title='For the Southern region of Algeria, it experienced significant variability in rainfall during the period 2020-2023. While 2021 presented a near-normal cumulative rainfall, or even excess in some localities, the years 2022 and 2023 are characterized by a notable deficit accentuated in the stations of Tamanrasset and Djanet. These deficits highlight the increased vulnerability of the Southern region to climate fluctuations, exacerbated by global climate change.'>For the Southern region of Algeria, it experienced...</span>","Change in precipitation"
"Algeria","BTR","<span title='Minimum and maximum temperatures will experience a significant increase. The summer months will show the greatest increases, with maximum temperature increases reaching up to 5.72°C in August by 2081-2100. The winter months (January and February) will see a more moderate, but still significant, increase exceeding 2°C.'>Minimum and maximum temperatures will experience a...</span>","Change in temperature"
"Algeria","BTR","<span title='By 2041-2060. Precipitation tends to decrease gradually throughout the century, especially during the summer months (July, August). However, a slight increase is observed during the autumn and winter months, with values ranging from 7% to 8% compared to the reference period for months such as November and December.'>By 2041-2060. Precipitation tends to decrease grad...</span>","Change in precipitation"
"Algeria","BTR","<span title='By 2081-2100, projections indicate a relative decrease in precipitation, particularly during summer.'>By 2081-2100, projections indicate a relative decr...</span>","Change in precipitation"
"Algeria","BTR","<span title='Forest fires are classified as a major risk and remain the main cause of the degradation of the national forest heritage, with rates of 2,800 fires recorded on average over the last ten years affecting an average area covered by fire of more than 40,000 ha.'>Forest fires are classified as a major risk and re...</span>","Wildfire"
"Algeria","BTR","<span title='The effects of climate change are manifested by shorter rainy seasons, intense heat waves, an increase in flooding, a drastic reduction in water supply to watersheds, significant drawdowns in several water tables, the disappearance of artesian wells in several aquifers and the rise in salinity and pollution levels of marine and continental waters'>The effects of climate change are manifested by sh...</span>","Extreme temperature;Flood;Change in precipitation;Salinization"
"Algeria","BTR","<span title='Droughts have had a proven impact on the surface water potential of the North of the country with a downward trend: 6.5 billion m3 /year at the end of the 1970s, 5 billion m3 /year in the 1980s and 4 billion m3 / year in the 2000s'>Droughts have had a proven impact on the surface w...</span>","Drought"
"Belarus","BTR","<span title='The last decade (2012-2021) with an average temperature of +7.9°C turned out to be warmer than any of the previous ones. And the average air temperature of the last five years (2017-2021) was +8.1°C, which is 1.4°C higher than the climatic norm. Particularly noteworthy are 2019 and 2020, which have consistently become the warmest in the entire history of meteorological observations (8.8 and 9.1°C, respectively)'>The last decade (2012-2021) with an average temper...</span>","Extreme temperature;Change in temperature"
"Belarus","BTR","<span title='For the period 1989-2021, the average annual precipitation was within the norm (101%) and amounted to 655 mm. Despite the absence of significant deviations in the nature of precipitation on average over the period of climate change, significant variability is noted from year to year, and the intra-annual distribution of precipitation also changes significantly'>For the period 1989-2021, the average annual preci...</span>","Change in precipitation"
"Belarus","BTR","<span title='A significant precipitation shortage is observed in June and September. In January, February, May, July, August and October, the monthly precipitation amounts were on average above the norm for the period'>A significant precipitation shortage is observed i...</span>","Change in precipitation"
"Belarus","BTR","<span title='Most of the dangerous phenomena in Belarus are local in nature, but such phenomena as frosts, strong winds, heavy rains, heavy snowfalls, extreme fire hazard, heat waves in some years cover a significant part of the country.'>Most of the dangerous phenomena in Belarus are loc...</span>","Extreme temperature;Storm;Wildfire"
"Belarus","BTR","<span title='The highest frequency of hazardous phenomena is typical for the Vitebsk region, the lowest - for the Mogilev region'>The highest frequency of hazardous phenomena is ty...</span>",""
"Belarus","BTR","<span title='The most typical phenomena are very heavy rain, very strong wind, squall, increase in air temperature to dangerous values. Of all the noted phenomena, 65% caused damage to various sectors of the economy, and 2% caused harm to public health. The largest number of hazardous events that caused damage to the economy and population (in specific ratio) were noted in the Vitebsk and Gomel regions (37 and 35% respectively), and 28% in the Mogilev region'>The most typical phenomena are very heavy rain, ve...</span>","Storm"
"Belarus","BTR","<span title='The following meteorological phenomena are the most significant influencing agricultural management: rainless and rainy periods, high and low temperatures, droughts, frosts, thaws, ice crust, heavy rains, thunderstorms, tornadoes and squalls, ""dual-core winters"".'>The following meteorological phenomena are the mos...</span>","Extreme temperature;Storm;Drought"
"Belarus","BTR","<span title='Climate change in the territory of Belarus can have a significant impact on the productivity of forest ecosystems, species composition and biodiversity, the risks of forest fires, the risks of mass reproduction of pests and the spread of forest diseases, the risks of windfalls and windbreaks in forests and, in general, on the economic conditions and social aspects of forest management.'>Climate change in the territory of Belarus can hav...</span>","Wildfire;Pest and disease"
"Belarus","BTR","<span title='An increase in temperature leads to the fact that plant vegetation begins much earlier, and therefore the likelihood of frost damage to trees that have begun to grow increases. The main growth of wood occurs in the spring and the first half of summer and decreases in the second half of vegetation due to a lack of moisture in the soil.'>An increase in temperature leads to the fact that ...</span>","Extreme temperature;Change in temperature"
"Belarus","BTR","<span title='Due to climate change, the unevenness of changes in runoff has increased, both across the territory of Belarus and in its intra-annual distribution by seasons of the year'>Due to climate change, the unevenness of changes i...</span>",""
