"","Country","Document","Element","ElementLabel","ElementText","HazardType","SystemType","Sector","SectorType","IndicatorType_theme","IndicatorType_information","IndicatorType_function","SectorType_GGA","RowID","ActionLevel_GPT","ActionType_GPT","ImpactCategories","ClimateImpact_Keywords","ResultType_GPT","Who","Region","UNFCCC Classification","Year of Submission","Document Language","Support  
received","If yes, from which organization?","Gender and Social Inclusion","If yes, Provide details related to GESI (including consideration of IK/LK, consideration of uniquely vulnerable social groups)","Coded by:","General notes"
"4167","Kenya","BTR","Climate impact","Impact","The impact on housing – in terms of its construction, cost, and longevity – is devastating in Kenya, where prolongedProlonged drought has negatively impacted the supply of building materials such as timber, while also reducing water levels, which then impacts  the cost of electricity",NA,NA,"Health, Sanitation and Human Settlement","Water, sanitation and hygiene",NA,NA,NA,"Water and sanitation",7590,NA,NA,"Water availability shortfall; Crop production loss; Damage to buildings & infrastructure; Energy system impacts","impact on housing; supply of building materials such as timber; reducing water levels; cost of electricity",NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4168","Kenya","BTR","Hazard","Risk","Declining water availability due to changing precipitation patterns and droughts1","Drought;Change in precipitation",NA,"Manufacturing",NA,NA,NA,NA,NA,7591,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4169","Kenya","BTR","Climate impact","Impact","In Agroagro-processing, the 2011 and 2017 droughts affected tea production across the country and resulted in diminished turnover in processed tea. Generally, tea producers may lose up to 30 percent of their cash earnings due to climate variability, particularly drought.",NA,NA,"Manufacturing",NA,NA,NA,NA,NA,7592,NA,NA,"Crop production loss;Economic & livelihood losses","droughts affected tea production; diminished turnover in processed tea; may lose up to 30 percent of their cash earnings",NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4170","Kenya","BTR","Climate impact","Impact","Manufacturing, including among small enterprises that are important for vulnerable households, is negatively affected by electric power instability as droughts lower water levels in the hydroelectric dams",NA,NA,"Manufacturing",NA,NA,NA,NA,NA,7593,NA,NA,"Water availability shortfall","electric power instability; droughts lower water levels in the hydroelectric dams",NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4171","Kenya","BTR","Climate impact","Impact","ManufacturingThe manufacturing sector’s input supply comes from sectors like agriculture, forestry, or fisheries that are also vulnerable to climate risk; for example, decelerated growth in the manufacturing sector in 2022 (2.7% down from 7.3% in 2021) was partly attributed to low agricultural production due to drought, notably of food crops, which are the primary inputs for agro-processing.",NA,NA,"Manufacturing",NA,NA,NA,NA,NA,7594,NA,NA,"Crop production loss","decelerated growth in the manufacturing sector; low agricultural production",NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4172","Kenya","BTR","Hazard","Risk","Temperature increases and higher frequency and intensity of extreme weather events","Extreme temperature;Change in temperature",NA,"Energy and Transport","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",7595,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4173","Kenya","BTR","Climate impact","Impact","Extreme weather events damage energy and transport infrastructure thus increasing the risk of delays, disruptions, damage, and failure across land-based, air, and marine transportation systems. For example, the heavy rainfall experienced throughout the year 2023 resulted in destruction of roads across different parts of the country. Several roads were cut off by flash floods in Tana River, Garissa, Wajir and Mandera.",NA,NA,"Energy and Transport","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",7596,NA,NA,"Energy system impacts; Transport disruption","damage energy and transport infrastructure; destruction of roads; flash floods",NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4174","Kenya","BTR","Climate impact","Impact","The Kenya Highways Authority participated in a vulnerability assessment of the Horn of Africa Gateway project, a large road infrastructure project, that found projected increased rainfall is expected to increase the risk of flooding, erosion, washouts, and siltation, and to aggravate connectivity problems.",NA,NA,"Energy and Transport","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",7597,NA,NA,"Water quality deterioration","flooding; erosion; washouts; siltation; connectivity problems",NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4175","Kenya","BTR","Climate impact","Impact","Climate-related weather extremes also impact the design, construction, location, and operation of electricity generation and transmission infrastructure. For example, a vulnerability assessment of hydroelectric energy resources impacted by climate change in the Seven Forks project found that the catchment temperature is rising by 0.02°C annually while the rains are declining by 3.9 mm annually.",NA,NA,"Energy and Transport","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",7598,NA,NA,"Fisheries & aquaculture decline; Energy system impacts","impact the design, construction, location, and operation of electricity generation and transmission infrastructure; catchment temperature is rising by 0.02°C annually; rains are declining by 3.9 mm annually",NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4176","Kenya","BTR","Climate impact","Impact","The rapid decline of Mount Kenya’s glaciers is affecting hydropower generation, which is currently extremely reliant on the Mount Kenya region, with the Tana River contributing around 70% of Kenya’s total hydropower generation",NA,NA,"Energy and Transport","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",7599,NA,NA,"Energy system impacts","rapid decline of Mount Kenya’s glaciers; affecting hydropower generation; around 70% of Kenya’s total hydropower generation",NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4177","Kenya","BTR","Climate impact","Impact","Masinga dam, one of the main Seven Forks reservoirs for hydroelectric power production along the Tana River, faces inflow drop of 0.74 cubic metres of water per second annually, leading to an average power output below capacity by up to 16-Gigawatt hours nnually",NA,NA,"Energy and Transport","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",7600,NA,NA,"Energy system impacts","inflow drop of 0.74 cubic metres of water per second annually; average power output below capacity by up to 16-Gigawatt hours nnually",NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4178","Kenya","BTR","Adaptation priorities","Priorities","Drought risk management, including drought early warning, preparedness, and response for enhanced drought resilience",NA,NA,"Disaster risk reduction","Crosscutting",NA,NA,NA,NA,7601,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4179","Kenya","BTR","Adaptation priorities","Priorities","Flood risk management incorporating nature-based solutions",NA,NA,"Disaster risk reduction","Crosscutting",NA,NA,NA,NA,7602,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4180","Kenya","BTR","Adaptation priorities","Priorities","Mainstream CSA towards increased productivity through value chain approach to support the transformation of agriculture (crops, livestock and fisheries) into an innovative, commercially oriented, competitive and modern sector",NA,NA,"Agriculture (crops, livestock and fisheries)","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",7603,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4181","Kenya","BTR","Adaptation priorities","Priorities","Build resilience of the agriculture (crops, livestock and fisheries) systems through sustainable management of land, soil, water and other natural resources as well as insurance and other safety nets",NA,NA,"Agriculture (crops, livestock and fisheries)","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",7604,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4182","Kenya","BTR","Adaptation priorities","Priorities","Strengthen communication systems on CSA extension and agro-weather issues",NA,NA,"Agriculture (crops, livestock and fisheries)","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",7605,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4183","Kenya","BTR","Adaptation priorities","Priorities","Rehabilitation and conservation of degraded forests",NA,NA,"Environment","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",7606,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4184","Kenya","BTR","Adaptation priorities","Priorities","Establish at least 2,000 hectares to promote nature-based (non-wood forest products) enterprises across the country",NA,NA,"Environment","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",7607,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4185","Kenya","BTR","Adaptation priorities","Priorities","Establish 150,000 ha commercial private forests plantations",NA,NA,"Environment","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",7608,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4186","Kenya","BTR","Adaptation priorities","Priorities","Plant 350,000 agro-forestry trees in farmlands established",NA,NA,"Environment","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",7609,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4187","Kenya","BTR","Adaptation priorities","Priorities","Greening of 14,000 ha of infrastructure (roads, railway lines, dams)",NA,NA,"Environment","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",7610,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4188","Kenya","BTR","Adaptation priorities","Priorities","Enhance/strengthen governance of community structures in participatory resource management in coastal ecosystems",NA,NA,"Environment","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",7611,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
"4189","Kenya","BTR","Adaptation priorities","Priorities","Conduct blue carbon readiness assessment for full integration of blue carbon /ocean climate actions into NDCs",NA,NA,"Environment","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",7612,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"English","Yes","Several development partners including Capacity-building Initiative for Transparency Global Support Programme (CBIT-GSP), Transparency Accelerator Initiative, NAP-Global, Fauna & Flora Kenya, the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), and the International Livestock Research Institute-Climate Change, Agriculture and Food Security (ILRI-CIAT)","Gender mainstreamed in climate change adaptation","Kenya had prioritized adaptation interventions focusing on gender, youth and other vulnerable groups. As such, in reporting of key vulnerabilities amd adaptation actions, Kenya has integrated descriptions of how GESI is addressed. Kenya describes sources of vulnerability which include dominance of a young population (75% of the population under the age of 35 in 2019) as well as issues of gender inequality. The BTR includes a section on gender mainstreaming which includes efforts to strengthen the capacities of vulnerable groups such as farmers, awareness creation for indigenous peoples, securing land tenure systems and securing access to finance by the youth eg for agribusinesses","Lucy",NA
