"","X.1","X","...1","RowID","Country","Document","Element","ElementLabel","ElementText","HazardType","SystemType","Sector","SectorType","ResultType","Action.level","ActionType","IndicatorType_theme","IndicatorType_information","IndicatorType_function","BarrierType","SectorType_GGA","ClimateImpact_Keywords","ImpactCategories","From_SystemAtRisk","Source_ElementLabel","InterventionType_GPT","ActionType_GPT"
"5980",5828,5828,5828,5828,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Increased risk of extinction for vulnerable species, with


specific habitat requirements, with small or


with low genetic diversity.",NA,"Biodiversity","Biodiversity","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,NA,NA,NA,NA,NA
"5981",5829,5829,5829,5829,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Sex disproportion in reptiles such as crocodiles and alligators,more males are born due to increased temperature in the nest.",NA,NA,"Biodiversity","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,"Livestock impacts",NA,NA,NA,NA
"5982",5830,5830,5830,5830,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Increase in the range of expansion of invasive species, affecting native species that are under stress due to change


climatic .",NA,NA,"Biodiversity","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems","Increase in the range of expansion of invasive species; affecting native species that are under stress due to change climactic","Ecosystem degradation & biodiversity loss",NA,NA,NA,NA
"5983",5831,5831,5831,5831,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","High dependence on tourism activity and attractions on


vulnerable natural and cultural resources.",NA,"Livelihoods and poverty","Tourism","Livelihoods, poverty and sustainable development",NA,NA,NA,NA,NA,NA,NA,"Poverty eradication and livelihoods",NA,NA,NA,NA,NA,NA
"5984",5832,5832,5832,5832,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","High exposure of the tourism sector to change and


climate variability, especially in the modalities of


sun, sea and beach, followed by nature tourism, rural tourism,


adventure and well-being",NA,"Coastal;Livelihoods and poverty","Tourism","Livelihoods, poverty and sustainable development",NA,NA,NA,NA,NA,NA,NA,"Poverty eradication and livelihoods",NA,NA,NA,NA,NA,NA
"5985",5833,5833,5833,5833,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Infrastructure and tourist services not adapted to local climate conditions.",NA,"Infrastructure and services","Tourism","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,"Crop production loss",NA,NA,NA,NA
"5986",5834,5834,5834,5834,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Beaches that are very vulnerable to estuarine plains and marshes.",NA,"Coastal","Tourism","Ocean and coastal ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,NA,NA,NA,NA,NA
"5987",5835,5835,5835,5835,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Lack of technical knowledge among tourism entrepreneurs


about climate change.",NA,"Livelihoods and poverty","Tourism","Livelihoods, poverty and sustainable development",NA,NA,NA,NA,NA,NA,NA,"Poverty eradication and livelihoods",NA,NA,NA,NA,NA,NA
"5988",5836,5836,5836,5836,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Long-term effects of changes in quality and


distribution of natural attractions and biodiversity (landscapes, ecosystems, wildlife).",NA,NA,"Tourism","Livelihoods, poverty and sustainable development",NA,NA,NA,NA,NA,NA,NA,"Poverty eradication and livelihoods","Long-term effects of changes in quality and distribution of natural attractions and biodiversity (landscapes, ecosystems, wildlife).","Ecosystem degradation & biodiversity loss",NA,NA,NA,NA
"5989",5837,5837,5837,5837,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Impact on coastal tourist destinations due to droughts,


landslides, flooding, and saltwater intrusion in coastal communities.",NA,NA,"Tourism","Livelihoods, poverty and sustainable development",NA,NA,NA,NA,NA,NA,NA,"Poverty eradication and livelihoods","coastal tourist destinations; saltwater intrusion","Water quality deterioration",NA,NA,NA,NA
"5990",5838,5838,5838,5838,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Damage to road infrastructure, including obstructions or collapses on roads and access points to tourist sites, creating difficulties in evacuation operations.",NA,"Infrastructure and services","Tourism","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,"Crop production loss",NA,NA,NA,NA
"5991",5839,5839,5839,5839,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Water stress and shortage of drinking water affect the


tourist services.",NA,NA,"Tourism","Livelihoods, poverty and sustainable development",NA,NA,NA,NA,NA,NA,NA,"Poverty eradication and livelihoods","Water stress; shortage of drinking water; the tourist services","Water availability shortfall",NA,NA,NA,NA
"5992",5840,5840,5840,5840,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Potential retreat of the coastline in relation to floodplains and expansion of flood areas


tidal, due to the regression of the beaches due to the increase


at sea level.",NA,NA,"Tourism","Livelihoods, poverty and sustainable development",NA,NA,NA,NA,NA,NA,NA,"Poverty eradication and livelihoods","Potential retreat of the coastline; expansion of flood areas tidal; regression of the beaches; increase at sea level","Coastal inundation & shoreline erosion",NA,NA,NA,NA
"5993",5841,5841,5841,5841,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Reduction in visitation to nature destinations


affected by climate variables.",NA,NA,"Tourism","Livelihoods, poverty and sustainable development",NA,NA,NA,NA,NA,NA,NA,"Poverty eradication and livelihoods","Reduction in visitation to nature destinations; affected by climate variables",NA,NA,NA,NA,NA
"5994",5842,5842,5842,5842,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Deterioration in the quality of tourist services,


impact on the image of destinations, reduction


of demand and loss of competitiveness.",NA,NA,"Tourism","Livelihoods, poverty and sustainable development",NA,NA,NA,NA,NA,NA,NA,"Poverty eradication and livelihoods","Deterioration in the quality of tourist services; impact on the image of destinations; reduction of demand; loss of competitiveness","Tourism & recreation impacts",NA,NA,NA,NA
"5995",5843,5843,5843,5843,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Excess humidity due to rain causes fungi such as


Rhizoctonia, Fusarium, Sclerotium, Setophoma,


Phythopthora, Phitium, as well as excessive use of


fungicides .",NA,NA,"Agriculture/horticulture","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture","Excess humidity due to rain causes fungi such as Rhizoctonia, Fusarium, Sclerotium, Setophoma, Phythopthora, Phitium; as well as excessive use of fungicides",NA,NA,NA,NA,NA
"5996",5844,5844,5844,5844,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Increase in pests: Trips sp, Esclerotium cepivirum, Fusarium, potato moth, as well as an increase in the costs for care.",NA,NA,"Agriculture/horticulture","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Soil erosion & land degradation",NA,NA,NA,NA
"5997",5845,5845,5845,5845,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","El Niño and La Niña affect productivity and generate


crop losses.",NA,NA,"Agriculture/horticulture","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture","productivity; crop losses","Crop production loss",NA,NA,NA,NA
"5998",5846,5846,5846,5846,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Drought generates a lot of stress in crops such as


example the carrot.",NA,NA,"Agriculture/horticulture","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture","stress in crops",NA,NA,NA,NA,NA
"5999",5847,5847,5847,5847,"Costa Rica","BTR","Hazard","Vulnerability and Impacts","Recurring low temperatures in northern Cartago affect crop development.",NA,NA,"Agriculture/horticulture","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Crop production loss",NA,NA,NA,NA
"6000",5848,5848,5848,5848,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Increased frequency of very intense, short-duration storms erode soils and damage crops.",NA,NA,"Agriculture/horticulture","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6001",5849,5849,5849,5849,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Increase in production costs due to the need


of resorting to irrigation systems and greenhouses.",NA,NA,"Agriculture/horticulture","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture","Increase in production costs",NA,NA,NA,NA,NA
"6002",5850,5850,5850,5850,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Loss of yield and crops.",NA,NA,"Agriculture/horticulture","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Water availability shortfall; Water quality deterioration",NA,NA,NA,NA
"6003",5851,5851,5851,5851,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Stress on coffee plants that resent climate changes in their photosynthesis, growth, productivity, and exposure to diseases and pests.",NA,"Crop;Health","Agriculture/coffee","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6004",5852,5852,5852,5852,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Negative impact of rain on flowering, which


which can cause significant loss of


harvest .",NA,NA,"Agriculture/coffee","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture","Negative impact of rain on flowering; significant loss of harvest","Crop production loss",NA,NA,NA,NA
"6005",5853,5853,5853,5853,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Fruit drop caused by excessive rain.",NA,NA,"Agriculture/coffee","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Water availability shortfall; Human health burden",NA,NA,NA,NA
"6006",5854,5854,5854,5854,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Altitudinal variation in areas suitable for coffee production due to rising temperatures.",NA,"Crop","Agriculture/coffee","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6007",5855,5855,5855,5855,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Reduction in productivity mainly at medium and low altitudes.",NA,NA,"Agriculture/coffee","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Potential gains",NA,NA,NA,NA
"6008",5856,5856,5856,5856,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Changes in the composition and distribution of pests


and diseases, affecting yields: new rust races, diseases such as anthracnose and other pests that have not been seen for a long time are reappearing",NA,NA,"Agriculture/coffee","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture","composition and distribution of pests and diseases; affecting yields; new rust races; diseases such as anthracnose; other pests that have not been seen for a long time are reappearing","Agricultural pests & diseases",NA,NA,NA,NA
"6009",5857,5857,5857,5857,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Decrease in coffee productivity.",NA,NA,"Agriculture/coffee","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6010",5858,5858,5858,5858,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Landslides and loss of roads due to excessive rain, limiting coffee delivery.",NA,"Infrastructure and services","Agriculture/coffee","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6011",5859,5859,5859,5859,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Premature maturation due to changes in patterns


of rain, especially floods.",NA,NA,"Agriculture/banana","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6012",5860,5860,5860,5860,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Flooding lasting more than 48 hours in plains forces the plantation to be cut down, due to root death caused by lack of respiration in anaerobic conditions, increasing costs by


new crops.",NA,"Crop","Agriculture/banana","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6013",5861,5861,5861,5861,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Flooding lasting more than 48 hours in plains forces the plantation to be cut down, due to root death caused by lack of respiration in anaerobic conditions, increasing costs by


new crops.",NA,NA,"Agriculture/banana","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture","the plantation to be cut down; root death; lack of respiration in anaerobic conditions; increasing costs by new crops","Mortality & injury",NA,NA,NA,NA
"6014",5862,5862,5862,5862,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Threat of entry into the country of the aggressive fungus Fusarium, which is easily spread by water, which could be aggravated by excessive rainfall and flooding.",NA,NA,"Agriculture/banana","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6015",5863,5863,5863,5863,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Negative effects on performance could be related to an increasing temperature trend


nocturnal, in some parts of the country.",NA,NA,"Agriculture/rice","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6016",5864,5864,5864,5864,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Excessive rainfall can cause losses in the


production .",NA,NA,"Agriculture/rice","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture","losses in the production",NA,NA,NA,NA,NA
"6017",5865,5865,5865,5865,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Recurrence of diseases and pests that had ceased to be a problem. An example is the


Burkholderia glumae bacteria, associated with nighttime temperatures and peak rainfall.",NA,"Crop;Health","Agriculture/rice","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6018",5866,5866,5866,5866,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Reduction in rice productivity.",NA,NA,"Agriculture/rice","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Energy system impacts",NA,NA,NA,NA
"6019",5867,5867,5867,5867,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Loss of plants, as well as damage and alterations in


the stems, due to heavy rains and floods.",NA,NA,"Agriculture/sugarcane","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6020",5868,5868,5868,5868,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Development of pests and diseases due to high humidity, including the sugarcane rat (Sigmodon hispidus).",NA,"Crop;Health","Agriculture/sugarcane","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6021",5869,5869,5869,5869,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Reduction in productivity due to lower quantity


of sugars in the stem due to excessive rain.",NA,NA,"Agriculture/sugarcane","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6022",5870,5870,5870,5870,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Greater difficulty for transportation and operation of the


sugar mill, due to excessive rain and deterioration of roads.",NA,"Infrastructure and services","Agriculture/sugarcane","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6023",5871,5871,5871,5871,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Induction of asynchronous natural flowering by extreme temperatures, which produce ripening of the fruit at different rates in the same batch, increasing harvesting costs.",NA,NA,"Agriculture/pineapple","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6024",5872,5872,5872,5872,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Excessive rain affects the roads and therefore the


transport of pineapple to the docks.",NA,"Infrastructure and services","Agriculture/pineapple","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6025",5873,5873,5873,5873,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Power outages during the rainy season.",NA,"Infrastructure and services","Agriculture/pineapple","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Mortality & injury",NA,NA,NA,NA
"6026",5874,5874,5874,5874,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Emergence of new pests and resistance of the


existing, such as weevil, key and slugs.",NA,"Crop","Agriculture/pineapple","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6027",5875,5875,5875,5875,"Costa Rica","BTR","Hazard","Vulnerability and Impacts","Ocean acidification that affects the ability to


reproduction of mollusks.","Ocean acidification",NA,"Fishing","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6028",5876,5876,5876,5876,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Ocean acidification that affects the ability to reproduction of mollusks.",NA,"Crop;Coastal","Fishing","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6029",5877,5877,5877,5877,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Migration of fish populations to more cold fertile sites,  due to changes in the marine environment by the climate change, which affects fishing.",NA,"Fisheries and aquaculture;Terrestrial;Coastal;Human security and Peace","Fishing","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6030",5878,5878,5878,5878,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Decrease in fishing and aquaculture productivity.",NA,NA,"Fishing","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Water availability shortfall",NA,NA,NA,NA
"6031",5879,5879,5879,5879,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Both drought and excessive rainfall affect pastures and production, weight and reproduction of


the animals .",NA,NA,"Livestock","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture","affect pastures and production; weight and reproduction of the animals",NA,NA,NA,NA,NA
"6032",5880,5880,5880,5880,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Farms affected by waterlogging, mud and flooding, making animal management difficult.",NA,NA,"Livestock","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Energy system impacts",NA,NA,NA,NA
"6033",5881,5881,5881,5881,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Loss of animals during floods.",NA,NA,"Livestock","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Energy system impacts",NA,NA,NA,NA
"6034",5882,5882,5882,5882,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","The deterioration of roads due to rain makes it difficult and/or impossible to transport animals and supplies.",NA,"Infrastructure and services","Livestock","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"6035",5883,5883,5883,5883,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","High temperatures affect the physiology, health, behavior and well-being of animals, impacting their fertility, production and performance.",NA,NA,"Livestock","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Human health burden",NA,NA,NA,NA
"6036",5884,5884,5884,5884,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","During extreme weather events, such as droughts and floods, contamination of stored water sources and water intakes for public use increases. Furthermore, the decomposition of perishable foods during these events can cause gastrointestinal problems, due to the ingestion of contaminated food.",NA,"Freshwater","Health","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Health",NA,NA,NA,NA,NA,NA
"6037",5885,5885,5885,5885,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Increased frequency of disease occurrence associated with climate changes: diseases of


vector-borne transmission (dengue, malaria, Zika, Chikungu- ña), respiratory diseases (asthma), gastrointestinal diseases (diarrhea of infectious origin) and parasitic diseases (intestinal parasitosis).",NA,"Health","Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,NA,NA,NA,NA,NA
"6038",5886,5886,5886,5886,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Increased risk due to heat stress.",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,NA,NA,NA,NA,NA
"6039",5887,5887,5887,5887,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Higher incidence of skin cancer.",NA,"Livelihoods and poverty","Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Poverty eradication and livelihoods",NA,NA,NA,NA,NA,NA
"6040",5888,5888,5888,5888,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Destruction or deterioration of the infrastructure that provides health services due to meteorological events",NA,"Health;Infrastructure and services","Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,NA,NA,NA,NA,NA
"6041",5889,5889,5889,5889,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Crop and livestock losses due to droughts and floods, which affect food availability,


increasing food and nutritional insecurity.",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health","Crop and livestock losses; food availability; increasing food and nutritional insecurity","Livestock impacts",NA,NA,NA,NA
"6042",5890,5890,5890,5890,"Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Loss of human life associated with extreme weather events: 546 people lost their lives due to


that cause, between 1980 and 2017",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health","Loss of human life; 546 people lost their lives","Mortality & injury",NA,NA,NA,NA
"6043",5891,5891,5891,5891,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Recurring damage to road infrastructure due to landslides and flooding.",NA,"Infrastructure and services","Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,NA,NA,NA,NA,NA
"6044",5892,5892,5892,5892,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Hydroelectric power production affected by a


decrease in water availability.",NA,"Crop;Freshwater;Infrastructure and services","Energy","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,NA,NA,NA,NA,NA
"6045",5893,5893,5893,5893,"Costa Rica","BTR","System at risk","Vulnerability and Impacts","Extreme hydrometeorological events accompanied by floods, landslides and mudslides can affect the supply of energy for both residential and industrial, agricultural, commercial and


services, which impacts the country's production and competitiveness.",NA,"Crop;Infrastructure and services","Energy","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,NA,NA,NA,NA,NA
"6046",5894,5894,5894,5894,"Costa Rica","BTR","Adaptation priorities","National priorities","Knowledge management on the effects of climate change, climate services and development


of local and institutional capacities: it focuses on the generation of robust and reliable information, an objective that is achieved through advanced registration, monitoring and forecasting systems climatic and hydrological factors, as well as their impacts, integrating innovative technologies and scientific methodologies to ensure accurate and useful data.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6047",5895,5895,5895,5895,"Costa Rica","BTR","Adaptation priorities","National priorities","Promoting conditions for the resilience of human and natural systems through


territorial, marine and coastal planning: seeks to integrate adaptation into planning and management territory, with an impact on regional and local participatory processes, considering rights human rights, gender equality and integrated adaptation, and enabling adaptation in urban, rural and marine-coastal areas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6048",5896,5896,5896,5896,"Costa Rica","BTR","Adaptation priorities","National priorities","Management of biodiversity, ecosystems, watersheds and marine and coastal spaces


for adaptation: its purpose is to enhance adaptation to reduce the vulnerability of water resources and ecosystems, through the protection of biodiversity, and the regulation of sustainable use of ecosystem goods and services in the State's natural heritage, biological corridors, productive landscapes and private reserves, both terrestrial and coastal and marine.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6049",5897,5897,5897,5897,"Costa Rica","BTR","Adaptation priorities","National priorities","Adapted public services and resilient infrastructure: its objective is to guarantee the continuity of high-quality public services and adequate protection of assets (energy, telecommunications, water, health, education, road infrastructure, among others), whether public or private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6050",5898,5898,5898,5898,"Costa Rica","BTR","Adaptation priorities","National priorities","Adapted and eco-competitive production systems: seeks to promote the transformation of


productive sectors (agriculture and fishing, tourism, industry, services, transportation, energy, others), ensuring the conditions for the continuity of their businesses and the protection of their assets, increasing adaptive capacity through best practices and innovation for eco-competitiveness, raising consumer awareness and promoting synergies between mitigation and adaptation in the climate action",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6051",5899,5899,5899,5899,"Costa Rica","BTR","Adaptation priorities","National priorities","Investment and financial security for climate action: its purpose is to facilitate financial resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6052",5900,5900,5900,5900,"Costa Rica","BTR","Barriers","Gaps and barriers","Insufficient understanding of the vulnerability and risk of productive sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Informational",NA,NA,NA,NA,NA,NA,NA
"6053",5901,5901,5901,5901,"Costa Rica","BTR","Barriers","Gaps and barriers","Insufficient financing for climate change adaptation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Financial",NA,NA,NA,NA,NA,NA,NA
"6054",5902,5902,5902,5902,"Costa Rica","BTR","Barriers","Gaps and barriers","Few institutions have the capacity to implement an early warning system",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Human capacities",NA,NA,NA,NA,NA,NA,NA
"6055",5903,5903,5903,5903,"Costa Rica","BTR","Adaptation priorities","Priorities","Close gaps in infrastructure and connectivity, and develop sustainable infrastructure.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6056",5904,5904,5904,5904,"Costa Rica","BTR","Adaptation priorities","Priorities","Strengthen human capital through training.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6057",5905,5905,5905,5905,"Costa Rica","BTR","Adaptation priorities","Priorities","Develop opportunities for women entrepreneurs and women-owned SMEs.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6058",5906,5906,5906,5906,"Costa Rica","BTR","Adaptation priorities","Priorities","Promote the development of the green, blue and regenerative economy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6059",5907,5907,5907,5907,"Costa Rica","BTR","Adaptation priorities","Priorities","Generate links between productive sectors through innovation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6060",5908,5908,5908,5908,"Costa Rica","BTR","Adaptation priorities","Priorities","Promote productive chains.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6061",5909,5909,5909,5909,"Costa Rica","BTR","Adaptation priorities","Priorities","Improve productive practices (agricultural, agro-industrial, forestry).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
